1e-06,0,0,0,3.66979,3.80541,0.135622,298,0,0,0,0,0,0,1e-06
0.000101,0,0,-3.5,3.85037,3.8064,0.135462,298.001,0,0,0,0,0,0,0.000101
2.0001,0.00194444,0.00749149,-3.5,3.85276,3.80856,0.134988,298.049,2,0.00194444,0.00749149,0,0,0,0.000101
62.0001,0.0602778,0.23282,-3.5,3.86987,3.82791,0.132776,299.196,62,0.0602778,0.23282,0,0,0,0.000101
122,0.118611,0.458978,-3.5,3.88373,3.84382,0.132136,299.894,122,0.118611,0.458978,0,0,0,0.000101
182,0.176944,0.685984,-3.5,3.8989,3.86035,0.131764,300.325,182,0.176944,0.685984,0,0,0,0.000101
242,0.235278,0.913896,-3.5,3.91492,3.87723,0.131475,300.599,242,0.235278,0.913896,0,0,0,0.000101
302,0.293611,1.14278,-3.5,3.93222,3.8951,0.131249,300.78,302,0.293611,1.14278,0,0,0,0.000101
362,0.351944,1.37273,-3.5,3.95164,3.91491,0.131049,300.894,362,0.351944,1.37273,0,0,0,0.000101
422,0.410278,1.60388,-3.5,3.97282,3.9363,0.130868,300.96,422,0.410278,1.60388,0,0,0,0.000101
482,0.468611,1.83627,-3.5,3.99371,3.95731,0.1307,300.997,482,0.468611,1.83627,0,0,0,0.000101
542,0.526944,2.06981,-3.5,4.01227,3.97591,0.130535,301.019,542,0.526944,2.06981,0,0,0,0.000101
602,0.585278,2.30436,-3.5,4.02855,3.99217,0.130364,301.031,602,0.585278,2.30436,0,0,0,0.000101
662,0.643611,2.53981,-3.5,4.04362,4.00718,0.130178,301.037,662,0.643611,2.53981,0,0,0,0.000101
722,0.701944,2.77612,-3.5,4.0579,4.02133,0.129964,301.04,722,0.701944,2.77612,0,0,0,0.000101
782,0.760278,3.01326,-3.5,4.07193,4.03521,0.129749,301.042,782,0.760278,3.01326,0,0,0,0.000101
842,0.818611,3.25124,-3.5,4.08696,4.05005,0.129517,301.042,842,0.818611,3.25124,0,0,0,0.000101
890,0.865278,3.44227,-3.5,4.09951,4.06241,0.129298,301.043,890,0.865278,3.44227,0,0,0,0.000101
890,0.865278,3.44227,-3.5,4.09951,4.06241,0.129298,301.043,890,0.865278,3.44227,0,0,0,0.000102
892,0.867144,3.44991,-3.36,4.09632,4.06276,0.129291,301.04,892,0.867144,3.44991,0,0,0,0.000102
952,0.91855,3.66049,-2.83229,4.09606,4.07585,0.129068,300.832,952,0.91855,3.66049,0,0,0,0.000102
1012,0.962113,3.83894,-2.41157,4.09633,4.08735,0.128864,300.5,1012,0.962113,3.83894,0,0,0,0.000102
1072,0.999152,3.99066,-2.05335,4.09607,4.09754,0.128699,300.145,1072,0.999152,3.99066,0,0,0,0.000102
1132,1.03094,4.12087,-1.78384,4.09656,4.10658,0.128549,299.813,1132,1.03094,4.12087,0,0,0,0.000102
1192,1.05852,4.23383,-1.54971,4.09625,4.11452,0.128407,299.523,1192,1.05852,4.23383,0,0,0,0.000102
1252,1.08273,4.333,-1.37364,4.09653,4.12156,0.12828,299.28,1252,1.08273,4.333,0,0,0,0.000102
1312,1.10419,4.42093,-1.21757,4.09615,4.12783,0.128172,299.079,1312,1.10419,4.42093,0,0,0,0.000102
1372,1.12344,4.49978,-1.10115,4.09631,4.1333,0.128059,298.916,1372,1.12344,4.49978,0,0,0,0.000102
1432,1.14087,4.57118,-0.995859,4.09605,4.13829,0.127947,298.784,1432,1.14087,4.57118,0,0,0,0.000102
1492,1.15676,4.63627,-0.909734,4.09591,4.14274,0.127842,298.677,1492,1.15676,4.63627,0,0,0,0.000102
1552,1.17136,4.69606,-0.839453,4.09604,4.14684,0.127743,298.591,1552,1.17136,4.69606,0,0,0,0.000102
1612,1.18484,4.75128,-0.782425,4.09638,4.15057,0.127652,298.52,1612,1.18484,4.75128,0,0,0,0.000102
1672,1.19736,4.80256,-0.729271,4.09639,4.15392,0.127564,298.461,1672,1.19736,4.80256,0,0,0,0.000102
1732,1.20904,4.85041,-0.679728,4.09623,4.15704,0.127481,298.413,1732,1.20904,4.85041,0,0,0,0.000102
1792,1.21998,4.89524,-0.639951,4.09639,4.15993,0.127404,298.372,1792,1.21998,4.89524,0,0,0,0.000102
1852,1.23029,4.93744,-0.602501,4.09625,4.16245,0.127315,298.338,1852,1.23029,4.93744,0,0,0,0.000102
1912,1.24002,4.9773,-0.567242,4.09604,4.16485,0.127225,298.309,1912,1.24002,4.9773,0,0,0,0.000102
1972,1.24923,5.01503,-0.539442,4.09622,4.16712,0.127139,298.284,1972,1.24923,5.01503,0,0,0,0.000102
2032,1.25797,5.05081,-0.513004,4.0962,4.16916,0.127057,298.262,2032,1.25797,5.05081,0,0,0,0.000102
2092,1.2663,5.08496,-0.487862,4.09598,4.17095,0.126979,298.243,2092,1.2663,5.08496,0,0,0,0.000102
2152,1.27427,5.11762,-0.468638,4.09614,4.17267,0.126905,298.227,2152,1.27427,5.11762,0,0,0,0.000102
2212,1.2819,5.14887,-0.450172,4.09626,4.17432,0.126833,298.212,2212,1.2819,5.14887,0,0,0,0.000102
2272,1.28921,5.17881,-0.428109,4.09594,4.17589,0.126765,298.199,2272,1.28921,5.17881,0,0,0,0.000102
2332,1.29624,5.20758,-0.415394,4.0962,4.17722,0.126698,298.188,2332,1.29624,5.20758,0,0,0,0.000102
